Zip,ICS,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
95677,532230,1991,272,10,1.0,0,0,1,0,2,1,1991,700000,0,0,700000,595000
93308,532412,2001,120,9,1.0,15,9,1,1,0,1,2001,400000,0,0,400000,300000
95050,531210,2001,304,5,1.0,0,5,1,1,0,1,2001,899000,0,0,899000,674250
95827,532230,1991,84,25,1.0,0,0,1,0,2,1,1991,135000,0,0,135000,121500
95401,531312,2001,300,7,1.0,0,7,1,1,0,1,2001,866800,0,0,866800,650100
95404,531210,2001,300,5,1.0,0,5,1,1,0,1,2001,435000,0,0,435000,326250
91364,532299,2001,300,13,1.0,4,13,1,1,0,1,2001,864000,0,0,864000,648000
95076,532230,1991,96,2,1.0,0,0,1,0,2,1,1991,60000,0,0,60000,48000
95324,532230,1991,72,2,1.0,0,0,1,0,2,1,1991,64700,0,0,64700,58230
95005,532230,1991,120,5,2.0,0,0,1,0,2,1,1992,100000,0,0,100000,90000
94070,531312,2001,300,10,1.0,0,0,1,1,2,1,2001,800100,0,0,810000,607500
93060,531210,2001,240,15,1.0,5,15,15710,1,0,1,2001,168000,0,0,168000,126000
95066,531210,2001,300,6,1.0,0,6,1,1,0,1,2001,280000,0,0,350000,262500
91020,532230,1991,120,3,2.0,0,0,88407,0,2,1,1992,85000,0,0,85000,76500
91773,531320,2001,300,10,1.0,6,16,1,1,0,1,2001,74300,0,0,74300,63155
91331,532210,2001,240,24,1.0,6,0,1,1,0,1,2003,848000,0,0,848000,848000
91201,531210,2001,240,55,1.0,40,0,67219,1,0,1,2001,1000000,0,0,1000000,1000000
91350,532490,2001,123,12,2.0,4,12,1,1,0,1,2001,862500,0,0,862500,646875
90241,532230,2001,120,5,1.0,0,5,1,1,0,1,2001,120000,0,0,120000,102000
92115,532420,1992,276,25,1.0,0,0,1,0,2,1,1992,97500,0,0,97500,82875
92115,532420,1992,300,25,1.0,0,0,1,0,2,1,1992,626000,0,0,626000,532100
90046,532111,2001,300,2,2.0,4,2,1,1,0,1,2001,360000,0,0,360000,270000
90024,532230,1992,273,4,2.0,0,0,1,0,2,1,1992,320000,0,0,320000,272000
90045,532111,2001,240,3,1.0,2,0,1,1,0,1,2001,726000,0,0,726000,726000
93711,531210,2001,240,5,1.0,5,0,1,1,2,1,2001,235000,0,0,235000,235000
93725,532111,1992,84,3,2.0,0,0,88905,0,2,1,1992,75000,0,0,75000,67500
91205,531190,2001,300,6,1.0,0,6,1,1,0,1,2001,428000,0,0,428000,321000
92270,532292,2001,66,6,1.0,0,0,1,1,0,2,2001,125000,0,0,125000,106250
91606,532120,2001,123,4,1.0,1,4,1,1,0,1,2001,150000,0,0,150000,127500
90019,532111,2001,180,5,1.0,2,5,1,1,0,1,2001,225000,0,0,256800,192600
92064,532230,2001,180,8,1.0,4,8,1,1,0,1,2001,300000,0,0,300000,225000
93561,531311,2001,84,11,1.0,0,0,1,1,2,1,2001,330000,0,0,330000,247500
92105,532120,2001,300,12,1.0,0,12,1,1,0,1,2001,96800,0,0,96800,82280
91324,531210,2001,84,2,1.0,0,0,1,1,2,1,2001,201000,0,0,201000,150750
95006,532230,1992,228,10,2.0,0,0,1,0,2,1,1992,170000,0,0,170000,136000
93401,532220,2001,41,4,2.0,0,0,1,2,2,1,2001,50000,1,32099,50000,42500
91763,532310,2001,120,23,1.0,0,23,1,1,0,1,2001,250000,0,0,250000,187500
93455,531311,2001,120,15,1.0,0,0,1,1,2,1,2001,375000,0,0,375000,281250
91355,531210,2001,300,9,1.0,0,0,1,1,2,1,2001,614700,0,0,614700,461025
91352,532310,2001,300,4,1.0,0,4,1,1,0,1,2001,134000,0,0,189000,141750
95833,532310,2001,84,1,2.0,5,1,1,1,0,1,2001,280000,0,0,280000,210000
93304,531311,2001,12,15,1.0,1,16,1,0,0,1,2001,50000,0,0,50000,42500
95361,532230,1992,60,2,1.0,0,0,1,0,2,1,1992,65000,0,0,65000,58500
91761,531120,2001,240,6,1.0,6,0,1,1,2,1,2002,68000,0,0,68000,68000
90036,532310,2001,60,20,1.0,0,0,1,1,1,1,2002,296011,0,0,150000,75000
93433,532120,1992,240,14,1.0,0,0,1,0,2,1,1992,670000,0,0,670000,536670
92008,531390,2001,240,30,1.0,5,25,1,1,2,1,2002,1000000,0,0,1000000,1000000
92108,531210,2001,122,8,1.0,0,8,1,2,0,1,2001,115000,0,0,115000,97750
95641,532230,2001,84,1,1.0,1,1,1,2,0,1,2001,25000,0,0,25000,21250
93063,532490,2001,116,2,2.0,1,3,1,1,0,1,2001,152500,0,0,152500,114375
90221,532210,2001,240,60,1.0,130,70,1,1,2,1,2002,954000,0,0,981000,981000
90042,531190,2002,300,8,1.0,0,8,1,1,0,1,2002,396000,0,0,396000,297000
92078,532490,2002,180,13,1.0,3,13,1,1,0,1,2001,250000,0,0,250000,187500
90232,533110,1992,120,5,2.0,0,0,1,0,2,1,1992,80000,0,0,80000,72000
91436,531210,2002,240,129,1.0,16,0,1,1,0,1,2002,1000000,0,0,1000000,1000000
90746,532230,1992,78,25,2.0,0,0,1,0,2,1,1992,675000,1,128378,675000,573750
91406,532210,2002,120,35,1.0,0,35,1,1,0,1,2002,330000,0,0,330000,247500
92121,532412,2002,120,1,1.0,0,1,1,1,0,1,2001,145900,0,0,145900,124015
91732,532230,2002,300,6,1.0,0,6,1,1,0,1,2001,497000,0,0,497000,372750
92391,532230,1992,300,13,1.0,0,0,1,0,2,1,1992,130000,0,0,130000,117000
92069,532299,2002,240,32,1.0,4,32,1,1,2,1,2002,373000,0,0,380000,380000
93004,532292,2002,120,3,1.0,0,0,1,1,2,1,2002,175000,0,0,175000,131250
91502,532420,1992,300,13,1.0,0,0,1,0,2,1,1992,199598,0,0,199598,159678
92833,532291,2002,240,57,1.0,15,0,1,1,2,1,2003,857000,0,0,935000,935000
94544,531210,2002,300,2,2.0,5,0,1,1,0,1,2002,315000,0,0,315000,236250
93940,531210,2002,300,2,1.0,0,2,1,1,0,1,2002,377500,0,0,377500,283125
92701,532310,2002,300,34,1.0,0,34,1,1,0,1,2002,323000,0,0,323000,242250
95113,531210,2002,240,9,1.0,2,7,1,1,2,1,2002,732000,0,0,732000,732000
95713,532412,2002,84,1,1.0,0,1,1,1,1,1,2002,52983,0,0,24400,12200
92802,532299,2002,84,1,2.0,0,0,1,1,2,1,2002,50000,0,0,50000,42500
94509,532230,1992,120,9,2.0,0,0,88407,0,2,1,1993,167300,0,0,167300,142205
90241,532420,2002,120,4,1.0,0,0,1,1,2,1,2002,283000,0,0,283000,212250
92078,531320,2002,84,6,1.0,0,0,1,1,0,2,2002,55000,0,0,55000,46750
90404,531120,2002,120,2,1.0,0,0,1,1,0,1,2002,125000,0,0,125000,62500
92780,531210,2002,300,5,1.0,0,5,1,1,0,1,2002,148500,0,0,148500,126225
92835,531120,2002,305,10,1.0,0,10,1,1,0,1,2002,712300,0,0,712300,534225
96161,531210,2002,300,2,1.0,0,2,1,1,0,1,2002,637000,0,0,700000,525000
90221,532490,2002,240,40,1.0,20,60,1,1,2,1,2002,1278000,0,0,1278000,1278000
91761,532111,2002,300,5,1.0,2,7,69560,1,0,1,2002,346000,0,0,346000,259500
95624,531210,2002,240,4,1.0,21,0,1,1,0,1,2002,138000,0,0,138000,138000
90670,532220,2002,300,10,1.0,0,0,1,1,2,1,2002,760500,0,0,760500,570375
92104,531390,2002,108,2,1.0,0,2,1,1,0,1,2002,240500,0,0,240500,180375
91910,531210,2002,300,3,1.0,0,3,1,1,0,1,2002,150000,0,0,150000,75000
92660,531210,2002,240,10,1.0,10,0,1,1,2,1,2003,803000,0,0,803000,803000
91362,532230,2002,120,1,2.0,0,1,1,1,0,1,2002,186800,0,0,186800,140100
92109,531210,2002,36,1,1.0,5,1,1,1,1,1,2002,45000,0,0,45000,22500
92886,531210,2002,204,2,1.0,0,2,1,1,0,1,2002,218900,0,0,218900,142285
95133,531210,2002,33,1,1.0,0,1,1,1,1,1,2002,44750,1,26503,30000,15000
92084,531210,2002,36,3,1.0,0,3,1,1,1,1,2002,10000,0,0,10000,5000
94103,532210,2002,240,6,1.0,0,6,1,1,2,1,2002,331000,0,0,331000,331000
95688,531210,2002,9,3,1.0,2,5,1,1,2,1,2002,122489,1,43029,50000,25000
95832,531120,2002,84,1,2.0,1,1,1,1,0,1,2002,50000,0,0,50000,42500
90277,531210,2002,300,2,1.0,0,2,1,1,0,1,2002,496000,0,0,496000,372000
91104,531210,2002,300,7,1.0,0,7,1,1,0,1,2002,175000,0,0,175000,131250
91016,531210,2002,60,8,1.0,5,5,1,1,0,1,2002,150000,0,0,150000,75000
93449,531210,2002,300,1,1.0,0,1,1,2,0,1,2002,400000,0,0,400000,300000
90019,532111,2002,300,2,2.0,5,7,1,1,0,1,2002,738700,0,0,738700,554025
90058,532220,2002,240,16,1.0,5,0,1,1,0,1,2002,399000,0,0,399000,399000
92604,531210,2002,84,4,1.0,1,4,1,1,1,1,2002,30000,0,0,30000,15000
91042,532411,2002,300,6,1.0,0,6,1,1,0,1,2002,574000,0,0,574000,430500
94583,532412,2002,120,6,1.0,0,0,1,1,2,1,2002,1333000,0,0,1333000,999750
92590,531210,2002,300,1,1.0,2,1,1,1,0,1,2002,201000,0,0,201000,150750
91910,531210,2002,240,225,1.0,75,150,1,1,2,1,2003,711000,0,0,762000,762000
95966,532310,2002,36,1,1.0,0,1,1,1,0,1,2002,30000,0,0,30000,15000
93551,531210,2002,96,7,2.0,1,7,1,1,0,1,2002,150000,0,0,150000,127500
90019,531210,2002,70,1,1.0,1,1,1,1,1,1,2003,50133,0,0,30000,15000
92108,532230,2002,36,7,1.0,2,7,1,1,3,1,2002,25000,0,0,25000,12500
91324,533110,1993,120,8,2.0,0,0,1,0,2,1,1993,100000,0,0,100000,90000
92108,532230,2002,60,7,1.0,2,7,1,1,0,1,2002,25000,0,0,25000,12500
92057,531210,2002,120,2,1.0,0,2,1,1,0,1,2002,191000,0,0,191000,143250
90745,532230,2002,54,2,2.0,0,0,1,1,2,1,2002,70000,1,36650,70000,59500
95008,531390,2002,300,3,1.0,0,0,1,1,2,1,2002,550000,0,0,550000,412500
95482,531320,2002,84,1,2.0,0,1,1,1,1,1,2002,10000,0,0,10000,5000
92703,532120,2002,300,11,1.0,0,0,1,1,2,1,2002,343400,0,0,374400,280800
95661,532310,2002,120,6,1.0,0,0,1,1,2,1,2002,925000,0,0,925000,693750
92881,531190,2002,240,65,1.0,32,0,1,1,2,1,2002,1000000,0,0,1000000,1000000
95403,532412,2002,252,14,1.0,2,14,1,1,0,1,2002,300000,0,0,300000,225000
93101,532299,2002,96,10,1.0,2,10,88902,1,0,1,2002,223000,0,0,223000,167250
93702,531311,2002,288,16,1.0,0,16,1,1,0,1,2002,169300,0,0,169300,126975
95401,532230,1993,84,15,1.0,0,0,1,0,2,1,1993,60000,0,0,60000,54000
92503,531120,2002,228,2,1.0,0,0,1,1,2,1,2002,359000,0,0,359000,269250
93101,532299,2002,300,10,1.0,2,10,1,1,0,1,2002,416250,0,0,431000,323250
92805,531312,2002,84,1,1.0,1,1,1,1,2,1,2002,14300,0,0,15000,7500
95822,532310,2002,276,5,1.0,0,5,1,1,0,1,2002,370000,0,0,370000,277500
90212,532420,2002,300,13,1.0,0,13,1,1,0,1,2002,925000,0,0,925000,693750
92844,532230,2002,120,3,1.0,0,0,1,1,2,1,2002,135000,0,0,135000,114750
94122,532299,2002,84,1,2.0,0,0,1,1,0,2,2002,28300,0,0,28300,24055
91207,531312,2002,300,2,1.0,0,2,1,1,0,1,2002,666000,0,0,666000,499500
92590,531311,2002,300,10,1.0,1,11,1,1,0,1,2002,735000,0,0,735000,551250
93101,532299,2002,120,5,1.0,2,10,1,1,0,1,2002,84000,0,0,84000,63000
92008,531210,2002,84,2,2.0,15,2,28236,1,0,1,2002,105000,0,0,105000,89250
95405,532230,1993,84,30,1.0,0,0,1,0,2,1,1993,317000,0,0,317000,253600
91367,531210,2002,300,5,1.0,2,3,1,1,0,1,2002,493400,0,0,493400,370050
92110,532220,2002,120,9,1.0,0,9,1,1,0,1,2002,595000,0,0,595000,446250
91911,532299,2002,26,3,1.0,2,3,1,1,3,1,2002,20000,1,16251,20000,10000
92708,532230,1993,120,16,1.0,0,0,1,0,2,1,1993,155000,0,0,155000,139500
96161,532230,2002,20,7,1.0,1,7,1,1,1,1,2002,45000,1,26260,45000,22500
96161,532230,2002,8,7,1.0,1,7,1,1,0,1,2002,12000,0,0,12000,6000
94566,531320,2002,300,5,1.0,0,5,1,1,0,1,2002,550000,0,0,550000,412500
90266,531210,2002,300,10,1.0,2,10,1,1,0,1,2002,1170000,0,0,1170000,877500
92806,532490,2002,96,9,1.0,0,0,1,1,0,1,2002,150000,0,0,150000,75000
93309,532292,2002,74,16,1.0,0,0,1,1,2,1,2002,250000,0,0,250000,187500
94114,532230,2002,240,8,1.0,0,8,1,1,2,1,2002,1071000,0,0,1071000,1071000
91403,532299,2002,120,5,2.0,5,5,1,1,0,1,2002,1285000,0,0,1285000,963750
90015,531120,2002,300,2,1.0,0,2,1,1,0,1,2002,243000,0,0,243000,182250
90061,531120,2002,300,2,1.0,0,2,1,1,0,1,2002,289000,0,0,289000,216750
91367,532490,2002,300,6,1.0,0,0,1,1,2,1,2002,1000000,0,0,1000000,750000
90046,531390,2002,39,1,1.0,4,1,1,1,3,1,2002,50000,1,48193,50000,25000
95111,531210,2002,300,2,1.0,0,2,1,1,0,1,2002,410500,0,0,410500,307875
92672,532111,1993,254,4,1.0,0,0,1,0,2,1,1993,412000,0,0,412000,350200
92562,531210,2002,84,11,2.0,0,0,15710,1,0,2,2002,150000,0,0,150000,127500
91914,531210,2002,276,4,1.0,4,4,1,1,0,1,2002,1352100,0,0,1352100,999999
95125,531320,2002,300,8,1.0,0,0,1,1,2,1,2002,576000,0,0,576000,432000
93449,531120,2002,300,2,2.0,3,0,1,1,0,1,2002,321300,0,0,321300,240975
94607,531311,2002,84,4,1.0,2,4,1,0,0,1,2002,20000,0,0,20000,17000
90265,531210,2002,1,1,1.0,0,1,1,0,0,1,2002,5000,1,415,5000,4250
91352,532120,2002,240,3,1.0,3,0,1,1,2,1,2002,1298000,0,0,1298000,1298000
94591,532230,2002,240,3,1.0,3,3,1,1,0,1,2002,600000,0,0,600000,450000
93634,532292,2002,60,5,1.0,0,5,1,1,0,1,2002,75000,0,0,75000,63750
92618,531390,2002,240,85,1.0,5,85,1,1,2,1,2003,1300000,0,0,1300000,1300000
92111,532291,2002,83,1,1.0,0,1,1,1,1,1,2002,21145,0,0,15000,7500
91506,532420,2002,36,2,1.0,1,1,1,1,0,1,2002,150000,0,0,150000,75000
91364,531312,2002,300,80,1.0,0,80,1,1,0,1,2002,1084000,0,0,1084000,813000
92677,531210,2002,13,2,1.0,3,0,1,1,0,1,2002,150000,1,47142,150000,127500
93401,532220,2002,91,5,1.0,3,5,1,1,0,1,2002,135000,1,114474,135000,114750
91364,531312,2002,240,237,1.0,75,0,1,1,2,1,2003,904000,0,0,907000,907000
96001,532412,2002,96,13,1.0,6,13,1,1,0,1,2002,1250000,0,0,1250000,937500
90505,532412,2002,120,48,1.0,5,48,1,1,0,1,2002,2000000,0,0,2000000,1000000
91719,533110,1993,60,5,2.0,0,0,26685,0,2,1,1993,145590,0,0,145590,131031
95901,532230,2002,240,2,1.0,1,0,1,1,0,1,2003,153000,0,0,153000,153000
91340,532111,2002,300,12,1.0,0,12,1,1,0,1,2002,600000,0,0,600000,450000
94063,532292,2002,120,4,1.0,1,4,1,1,0,1,2002,183300,0,0,183300,137475
92584,531390,2002,60,1,1.0,1,1,1,1,1,1,2002,31458,0,0,15000,7500
95358,532111,2002,240,3,1.0,3,0,1,1,2,1,2003,138000,0,0,182000,182000
92128,532420,2002,78,2,2.0,0,0,1,1,0,2,2002,150000,0,0,150000,127500
90620,532220,2002,84,1,1.0,0,1,1,1,1,1,2002,12000,0,0,25000,12500
91745,532299,2002,300,15,1.0,0,15,1,1,0,1,2002,625500,0,0,625500,469125
95667,531312,2002,84,1,1.0,1,2,1,1,0,1,2002,25000,0,0,25000,21250
91711,531210,2002,84,8,1.0,0,8,1,1,1,1,2002,50000,0,0,50000,25000
90015,531120,2002,300,6,1.0,0,6,1,1,0,1,2002,1330000,0,0,1330000,997500
92505,531210,2002,276,14,1.0,0,0,1,1,2,1,2002,292900,0,0,292900,219675
92614,532420,2002,84,75,1.0,0,75,1,1,0,1,2002,700000,0,0,700000,525000
90210,531390,2002,40,4,1.0,2,4,1,1,3,1,2002,42402,1,4805,40000,20000
92618,531210,2002,240,3,2.0,3,0,1,1,2,1,2004,532000,0,0,532000,532000
90706,532291,2002,300,8,1.0,0,8,1,1,0,1,2002,739500,0,0,739500,554625
95112,531210,2002,300,3,1.0,0,3,1,1,0,1,2002,725000,0,0,725000,543750
92037,531210,2002,60,2,1.0,0,2,1,1,1,1,2003,43978,0,0,25000,12500
92101,532120,1993,120,16,2.0,0,0,1,0,2,1,1993,75000,0,0,75000,67500
95100,531311,2002,60,2,1.0,0,2,1,1,1,1,2004,23918,0,0,10000,5000
90045,531210,2002,84,3,1.0,0,3,1,1,1,1,2003,10000,0,0,10000,5000
95002,532412,2002,120,2,2.0,15,17,1,1,0,1,2002,240000,0,0,240000,180000
92806,531120,2002,300,10,1.0,3,10,1,1,0,1,2002,706100,0,0,706100,529575
91405,532420,2002,240,57,1.0,25,0,1,1,0,1,2003,541000,0,0,541000,541000
93247,532230,2002,240,4,1.0,4,0,1,2,2,1,2003,128000,0,0,128000,128000
95366,532230,1993,300,6,1.0,0,0,1,0,2,1,1993,286800,0,0,286800,243780
91406,532490,2002,84,10,1.0,1,1,1,1,0,1,2003,1282962,0,0,1450000,999999
94544,532412,2002,300,20,1.0,0,20,1,1,0,1,2002,1232500,0,0,1232500,924375
90007,532310,2003,84,3,1.0,2,3,1,1,1,1,2003,50000,0,0,50000,25000
92120,531210,2003,120,1,2.0,2,2,1,1,0,1,2002,107000,0,0,107000,90950
94022,532230,1993,120,14,2.0,0,0,10533,0,2,1,1993,300000,0,0,300000,255000
90045,532111,2003,300,5,1.0,0,5,1,1,0,1,2002,1200000,0,0,1200000,900000
90260,532111,2003,300,12,1.0,0,12,1,1,0,1,2002,562500,0,0,562500,421875
90020,532230,2003,84,2,1.0,1,2,1,1,1,1,2003,30000,0,0,30000,15000
95684,532230,1993,120,1,1.0,0,0,1,0,2,1,1993,50000,0,0,50000,45000
92014,532412,2003,36,2,1.0,0,2,1,2,0,1,2003,16200,0,0,16700,8350
92056,531311,2003,42,2,1.0,5,2,1,1,3,1,2002,10000,1,9549,10000,5000
92404,532230,1993,132,2,2.0,0,0,1,0,2,1,1993,125000,0,0,125000,108212
91606,532490,2003,29,2,1.0,0,0,1,1,0,1,2003,15000,1,14977,15000,7500
90745,531210,2003,84,1,2.0,6,1,1,1,1,1,2003,10000,0,0,10000,5000
90068,531210,2003,84,1,1.0,0,1,1,1,1,1,2002,40000,0,0,40000,20000
94114,532230,1993,300,5,1.0,0,0,1,0,2,1,1993,807500,0,0,807500,646000
95125,531210,2003,84,2,1.0,0,2,1,1,0,1,2002,50000,0,0,50000,25000
94806,531210,2003,30,1,1.0,0,1,1,0,0,1,2002,15000,1,8432,15000,12750
91761,532111,2003,84,30,1.0,0,30,1,1,1,1,2003,50000,0,0,50000,25000
96002,532490,2003,84,3,1.0,0,3,1,1,1,1,2002,15092,0,0,15000,7500
95993,532220,2003,120,2,1.0,1,2,1,1,0,1,2002,118500,0,0,120000,102000
90249,531390,2003,300,3,2.0,0,3,1,1,0,1,2002,763000,0,0,763000,572250
94545,532299,2003,60,2,1.0,1,2,1,1,0,1,2002,35000,0,0,35000,17500
92105,532230,2003,13,2,1.0,0,2,1,1,2,1,2003,35000,1,5164,35000,17500
92316,532412,2003,36,1,1.0,0,1,1,1,1,1,2003,15021,0,0,15000,7500
94403,531210,2003,300,2,1.0,0,2,1,1,0,1,2002,420000,0,0,420000,315000
92507,532420,1993,300,6,1.0,0,0,1,0,2,1,1994,200000,0,0,216000,162000
90007,531120,2003,300,15,1.0,15,0,1,1,0,1,2003,500000,0,0,500000,375000
95127,532230,1993,132,1,1.0,0,0,1,0,2,1,1993,234000,0,0,257000,179900
94044,531210,2003,300,9,1.0,0,9,1,1,0,1,2002,1020000,0,0,1020000,765000
92126,532310,2003,120,15,1.0,0,15,1,1,0,1,2002,830000,0,0,830000,622500
94568,532420,2003,8,2,1.0,1,2,1,1,0,1,2002,10000,1,2242,10000,5000
90249,531390,2003,300,3,2.0,0,3,1,1,0,1,2003,100000,0,0,100000,75000
90003,532230,2003,2,4,1.0,1,4,1,1,0,1,2003,35000,1,3928,35000,17500
91321,532120,1994,300,10,1.0,0,0,1,0,2,1,1993,337600,0,0,337600,253200
95207,531311,2003,84,8,1.0,0,8,1,1,0,1,2003,35000,0,0,35000,17500
92706,531120,2003,300,8,1.0,4,8,1,1,0,1,2003,318700,0,0,318700,239025
94070,532230,1994,120,15,2.0,0,0,10533,0,2,1,1994,397000,0,0,397000,277900
95632,531390,2003,240,53,1.0,22,0,1,1,0,1,2003,127000,0,0,127000,127000
90401,532292,2003,70,2,1.0,7,2,1,0,0,1,2003,10000,1,9209,10000,8500
95758,532490,2003,120,2,1.0,0,2,1,1,0,1,2003,419000,0,0,419000,314250
92879,531120,2003,240,13,1.0,10,0,1,1,0,1,2003,999000,0,0,999000,999000
91362,531210,2003,41,3,1.0,5,3,1,1,1,1,2003,45000,0,0,30000,15000
92590,531210,2003,300,1,1.0,10,11,68060,1,0,1,2003,500000,0,0,500000,375000
92807,531320,2003,240,12,1.0,10,12,1,1,2,1,2003,657000,0,0,657000,657000
91307,531210,2003,300,1,1.0,1,1,1,1,0,1,2003,397000,0,0,397000,297750
92101,531390,2003,240,5,1.0,25,5,1,1,2,1,2003,269000,0,0,269000,269000
94509,532299,2003,84,3,1.0,1,3,1,1,1,1,2003,31503,0,0,30000,15000
91765,531210,2003,300,17,1.0,0,17,1,1,0,1,2003,296200,0,0,296200,222150
92704,531210,2003,29,8,1.0,0,8,1,1,2,1,2003,50919,1,1494,50000,25000
92054,531210,2003,240,4,1.0,2,4,1,1,2,1,2003,256000,0,0,256000,256000
92116,531311,2003,60,1,1.0,0,1,1,1,1,1,2004,25000,0,0,25000,12500
95660,532490,2003,120,1,1.0,1,1,1,1,3,1,2003,191584,0,0,35000,17500
92683,531190,2003,300,2,1.0,0,0,1,1,2,1,2003,500000,0,0,500000,375000
95843,532111,2003,36,1,1.0,0,1,1,1,1,1,2003,52656,0,0,35000,17500
91362,532291,2003,87,6,2.0,0,0,1,1,2,1,2003,78000,0,0,78000,66300
92688,531210,2003,84,1,1.0,0,0,1,1,1,1,2003,19100,0,0,19100,9550
91331,532490,2003,300,6,1.0,2,4,1,1,0,1,2003,500000,0,0,500000,375000
91016,531320,2003,240,12,1.0,4,0,1,1,0,1,2004,366000,0,0,366000,366000
91364,531311,2003,19,3,1.0,2,3,1,1,1,1,2003,50000,1,38398,50000,25000
90638,532412,2003,120,4,1.0,4,8,1,1,0,1,2003,290000,0,0,290000,217500
94521,532230,1994,84,3,1.0,0,0,1,0,2,1,1994,180000,0,0,180000,153000
91765,531120,2003,84,5,1.0,0,5,1,1,1,1,2003,50000,0,0,50000,25000
94533,531210,2003,306,2,1.0,0,2,1,1,0,1,2003,500000,0,0,500000,375000
94603,531210,2003,57,2,1.0,0,2,1,0,0,1,2003,5000,1,4331,5000,4250
91604,532420,2003,240,12,1.0,6,0,1,1,0,1,2003,298000,0,0,298000,298000
90008,531390,2003,84,2,1.0,4,2,1,1,1,1,2004,10000,0,0,10000,5000
90004,531311,2003,23,3,1.0,0,0,1,1,1,1,2003,40000,1,34549,40000,20000
90808,531210,2003,240,3,1.0,2,0,1,1,2,1,2003,126000,0,0,126000,126000
93442,532292,2003,120,1,2.0,1,1,1,2,0,1,2003,120000,0,0,120000,102000
92054,531110,2003,240,15,1.0,5,15,10465,1,0,1,2003,1300000,0,0,1300000,1300000
93012,531210,2003,36,1,1.0,1,1,1,1,1,1,2003,36000,0,0,20000,10000
90266,531210,2003,84,1,1.0,0,1,1,1,1,1,2003,10000,0,0,10000,5000
90034,531312,2003,300,5,1.0,3,5,1,1,0,1,2003,294000,0,0,294000,220500
90034,531312,2003,120,5,1.0,3,5,1,1,0,1,2003,151000,0,0,151000,113250
92083,532310,2003,240,15,1.0,15,15,1,1,2,1,2003,422000,0,0,422000,422000
91205,531210,2003,50,2,1.0,1,2,1,1,2,1,2003,26000,1,20521,26000,13000
92116,532120,2003,300,1,1.0,0,1,1,1,0,1,2003,508500,0,0,508500,381375
95008,531312,2003,84,7,1.0,5,7,1,1,1,1,2003,77000,0,0,50000,25000
92591,531210,2003,19,3,1.0,1,3,1,1,1,1,2003,56355,1,31037,56000,28000
92111,532490,2003,84,6,1.0,0,6,1,1,1,1,2003,120000,0,0,50000,25000
94538,532412,2003,120,4,2.0,0,0,1,1,2,1,2003,300000,0,0,300000,225000
92270,532490,2003,36,1,1.0,0,1,1,2,1,1,2004,16511,0,0,15000,7500
91351,532230,2003,84,1,1.0,0,1,1,1,0,1,2003,5000,0,0,5000,2500
92307,532490,2003,51,15,1.0,1,15,1,1,0,1,2003,123000,1,75872,123000,61500
91106,531390,2003,84,2,1.0,0,2,1,1,1,1,2003,97500,0,0,50000,25000
93551,531210,2003,240,65,1.0,32,0,68060,1,0,1,2004,372000,0,0,372000,372000
92116,531210,2003,60,3,1.0,2,3,1,1,0,1,2003,50000,0,0,50000,25000
92646,532490,2003,240,17,1.0,10,17,1,1,2,1,2004,351000,0,0,351000,351000
94010,531210,2003,300,2,1.0,0,2,1,1,0,1,2003,1054200,0,0,1056200,766917
94612,532230,2003,96,3,1.0,0,0,1,1,0,2,2003,110000,0,0,110000,93500
93727,531120,2003,276,2,2.0,0,2,1,1,0,1,2003,946850,0,0,1015600,761700
90027,531210,2003,84,8,1.0,0,8,1,1,1,1,2003,10000,0,0,10000,5000
93301,531210,2003,240,4,2.0,4,0,1,1,2,1,2003,204000,0,0,204000,204000
92028,532292,2003,36,1,1.0,0,1,1,1,1,1,2003,10000,0,0,10000,5000
91744,531210,2003,84,2,1.0,0,2,1,1,1,1,2003,50000,0,0,50000,25000
92020,531210,2003,84,2,2.0,1,2,1,1,0,1,2003,150000,0,0,150000,127500
92677,531210,2003,84,2,2.0,0,2,1,1,1,1,2003,5000,0,0,5000,2500
90744,532111,1994,84,11,1.0,0,0,1,0,2,1,1994,300000,0,0,300000,255000
90744,532111,1994,300,11,1.0,0,0,1,0,2,1,1994,220000,0,0,220000,165000
93401,532220,2003,63,8,1.0,0,8,1,1,0,1,2003,25000,1,16847,25000,12500
91040,532120,2003,120,2,1.0,0,2,1,1,0,1,2003,150000,0,0,150000,127500
92835,531120,2003,126,10,1.0,0,10,1,1,0,1,2004,145000,0,0,145000,108750
90057,532299,2003,55,1,1.0,0,1,1,1,3,1,2003,4835,1,4835,5000,2500
91602,531390,2003,58,8,1.0,1,8,1,1,1,1,2003,49950,1,49950,50000,25000
94589,531210,2003,84,1,1.0,0,1,1,0,0,1,2003,10000,0,0,10000,8500
91340,531210,2003,300,1,1.0,1,1,1,1,0,1,2003,427100,0,0,427100,320325
94559,532490,2003,84,3,1.0,0,3,1,1,3,1,2003,25000,0,0,25000,12500
90010,531210,2003,84,1,1.0,2,1,1,0,0,1,2003,5000,0,0,5000,4250
90010,531210,2003,25,4,1.0,1,4,1,0,0,1,2003,10000,1,4931,10000,8500
96161,531311,2003,72,8,1.0,0,0,1,2,2,1,2003,484000,1,203460,484000,363000
